article_type,author_names,authorinfo,citation,citation_date,correspondence_author,keywords,titles
"['\nNature |\n\t\t\t\t\tBooks and Arts\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tBooks and Arts\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tBooks and Arts\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Sonja-Verena Albers', '1']","['Sonja-Verena Albers is professor of microbiology at the University of Freiburg in Germany.', 'Sonja-Verena Albers is professor of microbiology at the University of Freiburg in Germany.']","['Nature', '\n\t\t\t538,', '457', '(27 October 2016)', 'doi:10.1038/538457a', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t26 October 2016\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t26 October 2016\t\t\t\t\t\t\t'],"['Sonja-Verena Albers', 'Sonja-Verena Albers']",[],Extremophiles: Life at the deep end
"['\nNature |\n\t\t\t\t\tNews & Views\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tNews and Views\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tNews and Views\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['W. Tecumseh Fitch', '1']","['W. Tecumseh Fitch is in the Department of Cognitive Biology, Faculty of Life Sciences, University of Vienna, Vienna 1020, Austria.']","['Nature', '\n\t\t\t539,', '39–40', '(03 November 2016)', 'doi:10.1038/nature20474', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t26 October 2016\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t26 October 2016\t\t\t\t\t\t\t'],['W. Tecumseh Fitch'],['Language'],Linguistics: Sound and meaning in the world's languages
"['\nNature |\n\t\t\t\t\tOutlook\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tOutlook\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tOutlook\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Michael Eisenstein', '1']","['Michael Eisenstein is a freelance science writer based in Philadelphia, Pennsylvania.']","['Nature', '\n\t\t\t538,', 'S10–S12', '(27 October 2016)', 'doi:10.1038/538S10a', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t26 October 2016\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t26 October 2016\t\t\t\t\t\t\t'],[],"[""Parkinson's disease"", 'Neuroscience', 'Brain']",Electrotherapy: Shock value
"['\nNature |\n\t\t\t\t\tArticle\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tArticle\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tArticle\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Petros A. Tyrakis', '1', '2', 'Asis Palazon', '1', 'David Macias', '1', 'Kian. L. Lee', '3', 'Anthony. T. Phan', '4', 'Pedro Veliça', '5', 'Jia You', '3', 'Grace S. Chia', '3', 'Jingwei Sim', '1', 'Andrew Doedens', '4', 'Alice Abelanet', '1', 'Colin E. Evans', '1', 'John R. Griffiths', '2', 'Lorenz Poellinger', '3', '5', 'Ananda W. Goldrath', '4', 'Randall S. Johnson', '1', '5']","['Department of Physiology, Development and Neuroscience, University of Cambridge, Cambridge, UK', 'Cancer Research UK, Cambridge Institute, University of Cambridge, Cambridge, UK', 'Cancer Science Institute of Singapore, National University of Singapore, Singapore', 'Molecular Biology Section, UC San Diego, La Jolla, California, USA', 'Department of Cell and Molecular Biology, Karolinska Institute, Stockholm, Sweden']","['Nature', '\n\t\t\t540,', '236–241', '(08 December 2016)', 'doi:10.1038/nature20165', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t14 August 2015\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t18 October 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t26 October 2016\t\t\t\t\t\t\t']","['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t14 August 2015\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t18 October 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t26 October 2016\t\t\t\t\t\t\t']",['Randall S. Johnson'],"['Immunology', 'Haematopoietic stem cells', 'Cytotoxic T cells']",S-2-hydroxyglutarate regulates CD8+ T-lymphocyte fate
"['\nNature |\n\t\t\t\t\tNews & Views\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tNews and Views\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tNews and Views\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['George Fink', '1']","['George Fink is at the Florey Institute of Neuroscience and Mental Health, University of Melbourne, Parkville, Victoria 3010, Australia.']","['Nature', '\n\t\t\t539,', '175–176', '(10 November 2016)', 'doi:10.1038/nature20473', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t26 October 2016\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t26 October 2016\t\t\t\t\t\t\t'],['George Fink'],"['Neuroscience', 'History', 'Post-traumatic stress disorder', 'Diseases']",In retrospect: Eighty years of stress
"['\nNature |\n\t\t\t\t\tNature Index\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tNature Index\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tNature Index\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']",[],[],"['Nature', '\n\t\t\t538,', 'S54–S57', '(27 October 2016)', 'doi:10.1038/538S54a', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t26 October 2016\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t26 October 2016\t\t\t\t\t\t\t'],[],"['Careers', 'Research data', 'Funding', 'Publishing', 'Society']",Meet the region's pace-setters
"['\nNature |\n\t\t\t\t\tArticle\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tArticle\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Joshua S. Greene', '1', 'Maximillian Brown', '1', 'May Dobosiewicz', '1', 'Itzel G. Ishida', '1', 'Evan Z. Macosko', '1', 'Xinxing Zhang', '2', 'Rebecca A. Butcher', '2', 'Devin J. Cline', '3', 'Patrick T. McGrath', '3', '§', 'Cornelia I. Bargmann', '1', '§']","['Howard Hughes Medical Institute, Lulu and Anthony Wang Laboratory of Neural Circuits and Behavior, The Rockefeller University, New York, New York 10065, USA', 'Department of Chemistry, University of Florida, Gainesville, Florida 32611, USA', 'School of Biological Sciences, Georgia Institute of Technology, Atlanta, Georgia 30332, USA']","['Nature', '\n\t\t\t539,', '254–258', '(10 November 2016)', 'doi:10.1038/nature19848', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t27 March 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t14 September 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t31 October 2016\t\t\t\t\t\t\t']","['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t27 March 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t14 September 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t31 October 2016\t\t\t\t\t\t\t']",['Cornelia I. Bargmann'],"['Genetics of the nervous system', 'Population genetics', 'Social behaviour']",Balancing selection shapes density-dependent foraging behaviour
"['\nNature |\n\t\t\t\t\tBooks and Arts\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tBooks and Arts\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tCorrespondence\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Edward Humes', '1']","['Edward Humes is a journalist and author of 14 books; the latest is Door to Door. Website: www.edwardhumes.com', 'Edward Humes is a journalist and author of 14 books; the latest is Door to Door. Website: www.edwardhumes.com']","['Nature', '\n\t\t\t538,', '458', '(27 October 2016)', 'doi:10.1038/538458a', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t26 October 2016\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t26 October 2016\t\t\t\t\t\t\t'],[],[],Sustainability: Laying waste
"['\nNature |\n\t\t\t\t\tLetter\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['D. Halbertal', '1', 'J. Cuppens', '1', '2', 'M. Ben Shalom', '3', '4', 'L. Embon', '1', '†', 'N. Shadmi', '5', 'Y. Anahory', '1', 'H. R. Naren', '1', 'J. Sarkar', '1', 'A. Uri', '1', 'Y. Ronen', '1', 'Y. Myasoedov', '1', 'L. S. Levitov', '6', 'E. Joselevich', '5', 'A. K. Geim', '3', '4', 'E. Zeldov', '1']","['Department of Condensed Matter Physics, Weizmann Institute of Science, Rehovot 7610001, Israel', 'Catalan Institute of Nanoscience and Nanotechnology (ICN2), CSIC and the Barcelona Institute of Science and Technology, Campus UAB, Bellaterra, 08193 Barcelona, Spain', 'National Graphene Institute, The University of Manchester, Booth Street East, Manchester M13 9PL, UK', 'School of Physics and Astronomy, The University of Manchester, Manchester M13 9PL, UK', 'Department of Materials and Interfaces, Weizmann Institute of Science, Rehovot 7610001, Israel', 'Department of Physics, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139, USA']","['Nature', '\n\t\t\t539,', '407–410', '(17 November 2016)', 'doi:10.1038/nature19843', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t25 November 2015\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t31 August 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t26 October 2016\t\t\t\t\t\t\t']","['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t25 November 2015\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t31 August 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t26 October 2016\t\t\t\t\t\t\t']","['D. Halbertal', 'E. Zeldov']","['Imaging techniques', 'Superconducting devices', 'Electronic properties and devices']",Nanoscale thermal imaging of dissipation in quantum systems
"['\nNature |\n\t\t\t\t\tLetter\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Lucia L. Prieto-Godino', '1', 'Raphael Rytz', '1', '†', 'Benoîte Bargeton', '1', 'Liliane Abuin', '1', 'J. Roman Arguello', '1', 'Matteo Dal Peraro', '2', '3', 'Richard Benton', '1']","['Center for Integrative Genomics, Faculty of Biology and Medicine, University of Lausanne, CH-1015 Lausanne, Switzerland', 'Institute of Bioengineering, School of Life Sciences, École Polytechnique Fédérale de Lausanne, CH-1015 Lausanne, Switzerland', 'Swiss Institute of Bioinformatics, CH-1015 Lausanne, Switzerland']","['Nature', '\n\t\t\t539,', '93–97', '(03 November 2016)', 'doi:10.1038/nature19824', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t05 February 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t06 September 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t24 October 2016\t\t\t\t\t\t\t']","['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t05 February 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t06 September 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t24 October 2016\t\t\t\t\t\t\t']",['Richard Benton'],"['Olfactory receptors', 'Molecular evolution', 'Translation']",Olfactory receptor pseudo-pseudogenes
"['\nNature |\n\t\t\t\t\tCorrection\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tNews and Views\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tArticle\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']",[],[],"['Nature', '\n\t\t\t538,', '469', '(27 October 2016)', 'doi:10.1038/538469a', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t26 October 2016\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t26 October 2016\t\t\t\t\t\t\t'],[],[],Correction
"['\nNature |\n\t\t\t\t\tNews & Views\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tNews and Views\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tNews and Views\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Qinglian Liu', '1', 'Elizabeth A. Craig', '1']","['Qinglian Liu is in the Department of Physiology and Biophysics, Virginia Commonwealth University, Richmond, Virginia 23298-0551, USA.', 'Elizabeth A. Craig is in the Department of Biochemistry, University of Wisconsin–Madison, Madison, Wisconsin 53706-1544, USA.']","['Nature', '\n\t\t\t539,', '361–362', '(17 November 2016)', 'doi:10.1038/nature20470', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t26 October 2016\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t26 October 2016\t\t\t\t\t\t\t'],"['Qinglian Liu', 'Elizabeth A. Craig']","['Molecular biology', 'Biophysics']",Molecular biology: Mature proteins braced by a chaperone
"['\nNature |\n\t\t\t\t\tLetter\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tCorrigendum\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Mohammad T. Mazhab-Jafari', '1', 'Alexis Rohou', '2', 'Carla Schmidt', '3', '†', 'Stephanie A. Bueler', '1', 'Samir Benlekbir', '1', 'Carol V. Robinson', '3', 'John L. Rubinstein', '1', '4', '5']","['Molecular Structure and Function Program, The Hospital for Sick Children, Toronto, Ontario M5G 0A4, Canada', 'Janelia Research Campus, Howard Hughes Medical Institute, Ashburn, Virginia 20147, USA', 'Department of Chemistry, Physical and Theoretical Chemistry Laboratory, University of Oxford, Oxford OX1 3QZ, UK', 'Department of Medical Biophysics, University of Toronto, Toronto, Ontario M5G 1L7, Canada', 'Department of Biochemistry, University of Toronto, Toronto, Ontario M5S 1A8, Canada']","['Nature', '\n\t\t\t539,', '118–122', '(03 November 2016)', 'doi:10.1038/nature19828', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t13 June 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t06 September 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t24 October 2016\t\t\t\t\t\t\t']","['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t13 June 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t06 September 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t24 October 2016\t\t\t\t\t\t\t']",['John L. Rubinstein'],"['Cryoelectron microscopy', 'Membrane proteins', 'Bioenergetics']",Atomic model for the membrane-embedded VO motor of a eukaryotic V-ATPase
"['\nNature |\n\t\t\t\t\tResearch Highlights\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tBrief Communication Arising\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tResearch Highlights\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']",[],[],"['Nature', '\n\t\t\t538,', '430', '(27 October 2016)', 'doi:10.1038/538430a', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t26 October 2016\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t26 October 2016\t\t\t\t\t\t\t'],[],"['Genomics', 'Anthropology', 'Evolution', 'Arts']",Genomics: Bison's history in DNA and cave art
"['\nNature |\n\t\t\t\t\tCorrespondence\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tBooks and Arts\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tCorrespondence\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Venki Ramakrishnan', '1']","['Royal Society, London.']","['Nature', '\n\t\t\t538,', '459', '(27 October 2016)', 'doi:10.1038/538459a', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t26 October 2016\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t26 October 2016\t\t\t\t\t\t\t'],['Venki Ramakrishnan'],"['Research management', 'Government', 'Funding', 'Education']",Policy: UK research reforms in a Brexit world
"['\nNature |\n\t\t\t\t\tOutlook\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tOutlook\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tOutlook\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Lauren Gravitz', '1']",['Lauren Gravitz is a science journalist and editor based in Pennsylvania.'],"['Nature', '\n\t\t\t538,', 'S8–S10', '(27 October 2016)', 'doi:10.1038/538S8a', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t26 October 2016\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t26 October 2016\t\t\t\t\t\t\t'],[],"[""Parkinson's disease"", 'Neurodegeneration', 'Technology', 'Medical research']",Technology: Monitoring gets personal
"['\nNature |\n\t\t\t\t\tNature Index\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tNature Index\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tNature Index\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']",[],[],"['Nature', '\n\t\t\t538,', 'S66–S69', '(27 October 2016)', 'doi:10.1038/538S66a', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t26 October 2016\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t26 October 2016\t\t\t\t\t\t\t'],[],"['Careers', 'Research data', 'Funding', 'Publishing', 'Society']",Australia: The numbers
"['\nNature |\n\t\t\t\t\tResearch Highlights\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tResearch Highlights\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tResearch Highlights\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']",[],[],"['Nature', '\n\t\t\t538,', '430', '(27 October 2016)', 'doi:10.1038/538430c', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t26 October 2016\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t26 October 2016\t\t\t\t\t\t\t'],[],"['Neuroscience', 'Psychology']",Neuropsychology: Pain passed on by smell
"['\nNature |\n\t\t\t\t\tCorrespondence\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tCorrespondence\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tCorrespondence\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['David Lovelace', '1']","['Hereford, UK.']","['Nature', '\n\t\t\t538,', '459', '(27 October 2016)', 'doi:10.1038/538459c', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t26 October 2016\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t26 October 2016\t\t\t\t\t\t\t'],['David Lovelace'],"['Religion', 'History']",Religion and science: not a true dialogue
"['\nNature |\n\t\t\t\t\tNature Index\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tNature Index\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']",[],[],"['Nature', '\n\t\t\t538,', 'S77', '(27 October 2016)', 'doi:10.1038/538S77a', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t26 October 2016\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t26 October 2016\t\t\t\t\t\t\t'],[],"['Careers', 'Research data', 'Funding', 'Publishing', 'Society']",A guide to the Nature Index
"['\nNature |\n\t\t\t\t\tOutlook\t\t\t\t', '\nNature\n']","['Michelle Grayson', '1']",['Senior supplements editor'],"['Nature', '\n\t\t\t538,', 'S1', '(27 October 2016)', 'doi:10.1038/538S1a', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t26 October 2016\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t26 October 2016\t\t\t\t\t\t\t'],[],"[""Parkinson's disease"", 'Neurodegeneration']",Parkinson's disease
"['\nNature |\n\t\t\t\t\tResearch Highlights\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tResearch Highlights\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tResearch Highlights\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']",[],[],"['Nature', '\n\t\t\t538,', '430–431', '(27 October 2016)', 'doi:10.1038/538430e', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t26 October 2016\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t26 October 2016\t\t\t\t\t\t\t'],[],"['Genomics', 'Evolution']",Evolution: How snakes lost their legs
"['\nNature |\n\t\t\t\t\tLetter\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tArticle\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['John J. Tobin', '1', '2', 'Kaitlin M. Kratter', '3', 'Magnus V. Persson', '2', '4', 'Leslie W. Looney', '5', 'Michael M. Dunham', '6', 'Dominique Segura-Cox', '5', 'Zhi-Yun Li', '7', 'Claire J. Chandler', '8', 'Sarah I. Sadavoy', '9', 'Robert J. Harris', '5', 'Carl Melis', '10', 'Laura M. Pérez', '11']","['Homer L. Dodge Department of Physics and Astronomy, University of Oklahoma, 440 W. Brooks Street, Norman, Oklahoma 73019, USA', 'Leiden Observatory, Leiden University, PO Box 9513, 2300-RA Leiden, The Netherlands', 'Department of Astronomy and Steward Observatory, University of Arizona, 933 N. Cherry Avenue, Tucson, Arizona 85721, USA', 'Department of Earth and Space Sciences, Chalmers University of Technology, Onsala Space Observatory, 439 92 Onsala, Sweden', 'Department of Astronomy, University of Illinois, Urbana, Illinois 61801, USA', 'Department of Physics, State University of New York Fredonia, Fredonia, New York 14063, USA', 'Department of Astronomy, University of Virginia, Charlottesville, Virginia 22903, USA', 'National Radio Astronomy Observatory, PO Box O, Socorro, New Mexico 87801, USA', 'Max-Planck-Institut für Astronomie, Königstuhl 17, D-69117 Heidelberg, Germany', 'Center for Astrophysics and Space Sciences, University of California, San Diego, California 92093, USA', 'Max-Planck-Institut für Radio Astronomie, Auf dem Hügel 69, 53121 Bonn, Germany']","['Nature', '\n\t\t\t538,', '483–486', '(27 October 2016)', 'doi:10.1038/nature20094', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t07 July 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t14 September 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t26 October 2016\t\t\t\t\t\t\t']","['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t07 July 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t14 September 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t26 October 2016\t\t\t\t\t\t\t']",['John J. Tobin'],"['Interstellar medium', 'Stars']",A triple protostar system formed via fragmentation of a gravitationally unstable disk
